Date,Open,High,Low,Close
Wed Dec 28 2022 12:35:00 GMT+0530 (India Standard Time),2535.9,2539.8,2535,2538.65
Wed Dec 28 2022 12:40:00 GMT+0530 (India Standard Time),2537.85,2538.9,2535.4,2537.5
Wed Dec 28 2022 12:45:00 GMT+0530 (India Standard Time),2537.5,2538.45,2535,2538.45
Wed Dec 28 2022 12:50:00 GMT+0530 (India Standard Time),2537.15,2538.3,2534.05,2535.6
Wed Dec 28 2022 12:55:00 GMT+0530 (India Standard Time),2535.15,2536.05,2534.15,2534.55
Wed Dec 28 2022 13:00:00 GMT+0530 (India Standard Time),2534.85,2536.95,2534.55,2535.8
Wed Dec 28 2022 13:05:00 GMT+0530 (India Standard Time),2535.8,2536.75,2533.05,2533.25
Wed Dec 28 2022 13:10:00 GMT+0530 (India Standard Time),2533.25,2535.35,2533.05,2534.1
Wed Dec 28 2022 13:15:00 GMT+0530 (India Standard Time),2534.1,2534.95,2534,2534.3
Wed Dec 28 2022 13:20:00 GMT+0530 (India Standard Time),2534.3,2535.85,2534,2535.1
Wed Dec 28 2022 13:25:00 GMT+0530 (India Standard Time),2535.3,2535.55,2532.85,2534
Wed Dec 28 2022 13:30:00 GMT+0530 (India Standard Time),2534,2536.45,2533.65,2535.65
Wed Dec 28 2022 13:35:00 GMT+0530 (India Standard Time),2535.6,2538.8,2535.6,2536.9
Wed Dec 28 2022 13:40:00 GMT+0530 (India Standard Time),2536.95,2539.5,2536.4,2538
Wed Dec 28 2022 13:45:00 GMT+0530 (India Standard Time),2538,2541.05,2538,2539.5
Wed Dec 28 2022 13:50:00 GMT+0530 (India Standard Time),2539.45,2544,2539,2539.05
Wed Dec 28 2022 13:55:00 GMT+0530 (India Standard Time),2538.95,2541.5,2537.3,2540.45
Wed Dec 28 2022 14:00:00 GMT+0530 (India Standard Time),2540.25,2543.5,2540,2543.2
Wed Dec 28 2022 14:05:00 GMT+0530 (India Standard Time),2543.2,2546.75,2542,2546.45
Wed Dec 28 2022 14:10:00 GMT+0530 (India Standard Time),2546.5,2547.8,2544.5,2546.2
Wed Dec 28 2022 14:15:00 GMT+0530 (India Standard Time),2546.2,2547.9,2546.05,2546.75
Wed Dec 28 2022 14:20:00 GMT+0530 (India Standard Time),2546.5,2546.9,2542.7,2544.05
Wed Dec 28 2022 14:25:00 GMT+0530 (India Standard Time),2544,2545.85,2540.15,2545.45
Wed Dec 28 2022 14:30:00 GMT+0530 (India Standard Time),2545.45,2545.9,2543,2543
Wed Dec 28 2022 14:35:00 GMT+0530 (India Standard Time),2543,2545.9,2541.35,2545.15
Wed Dec 28 2022 14:40:00 GMT+0530 (India Standard Time),2545.15,2547,2545,2546.2
Wed Dec 28 2022 14:45:00 GMT+0530 (India Standard Time),2546.2,2549.8,2545.75,2548.7
Wed Dec 28 2022 14:50:00 GMT+0530 (India Standard Time),2548,2549.7,2538.3,2538.8
Wed Dec 28 2022 14:55:00 GMT+0530 (India Standard Time),2538.8,2543.8,2537.55,2541.1
Wed Dec 28 2022 15:00:00 GMT+0530 (India Standard Time),2541.35,2544,2539.65,2543.35
Wed Dec 28 2022 15:05:00 GMT+0530 (India Standard Time),2543.55,2549.5,2542,2547.6
Wed Dec 28 2022 15:10:00 GMT+0530 (India Standard Time),2548.65,2548.65,2544.55,2544.8
Wed Dec 28 2022 15:15:00 GMT+0530 (India Standard Time),2545.2,2545.35,2542,2543.05
Wed Dec 28 2022 15:20:00 GMT+0530 (India Standard Time),2543.25,2546.65,2543.05,2544.4
Wed Dec 28 2022 15:25:00 GMT+0530 (India Standard Time),2544.4,2544.95,2540.05,2542
Thu Dec 29 2022 09:15:00 GMT+0530 (India Standard Time),2527,2538.8,2527,2528.7
Thu Dec 29 2022 09:20:00 GMT+0530 (India Standard Time),2528.05,2535,2528.05,2534.8
Thu Dec 29 2022 09:25:00 GMT+0530 (India Standard Time),2534.8,2538.7,2532.6,2538.7
Thu Dec 29 2022 09:30:00 GMT+0530 (India Standard Time),2538.7,2538.9,2534,2534.5
Thu Dec 29 2022 09:35:00 GMT+0530 (India Standard Time),2534.1,2536.55,2532,2532.4
Thu Dec 29 2022 09:40:00 GMT+0530 (India Standard Time),2532.5,2532.65,2530,2531.5
Thu Dec 29 2022 09:45:00 GMT+0530 (India Standard Time),2531.5,2533.75,2530.1,2533.75
Thu Dec 29 2022 09:50:00 GMT+0530 (India Standard Time),2533,2537,2532.4,2534.65
Thu Dec 29 2022 09:55:00 GMT+0530 (India Standard Time),2535,2536.35,2531.75,2531.75
Thu Dec 29 2022 10:00:00 GMT+0530 (India Standard Time),2532.25,2534.9,2531,2533.5
Thu Dec 29 2022 10:05:00 GMT+0530 (India Standard Time),2533.45,2535,2532.05,2532.35
Thu Dec 29 2022 10:10:00 GMT+0530 (India Standard Time),2532.4,2535.4,2532.35,2534.95
Thu Dec 29 2022 10:15:00 GMT+0530 (India Standard Time),2534.9,2537,2534.3,2534.95
Thu Dec 29 2022 10:20:00 GMT+0530 (India Standard Time),2535,2537.9,2532.5,2537.2
Thu Dec 29 2022 10:25:00 GMT+0530 (India Standard Time),2537.55,2540.75,2537.2,2539
Thu Dec 29 2022 10:30:00 GMT+0530 (India Standard Time),2539.65,2539.8,2539,2539.2
Thu Dec 29 2022 10:35:00 GMT+0530 (India Standard Time),2539.2,2539.9,2539.1,2539.45
Thu Dec 29 2022 10:40:00 GMT+0530 (India Standard Time),2539.4,2539.8,2537.55,2538.9
Thu Dec 29 2022 10:45:00 GMT+0530 (India Standard Time),2538.9,2539.05,2537.55,2539.05
Thu Dec 29 2022 10:50:00 GMT+0530 (India Standard Time),2539.05,2539.6,2538.9,2539.2
Thu Dec 29 2022 10:55:00 GMT+0530 (India Standard Time),2539.2,2539.25,2536.85,2537.9
Thu Dec 29 2022 11:00:00 GMT+0530 (India Standard Time),2537.9,2539,2537.9,2538.1
Thu Dec 29 2022 11:05:00 GMT+0530 (India Standard Time),2538.1,2541.7,2537.95,2541.5
Thu Dec 29 2022 11:10:00 GMT+0530 (India Standard Time),2541.25,2541.5,2540.95,2541
Thu Dec 29 2022 11:15:00 GMT+0530 (India Standard Time),2541,2541.5,2540,2540.3
Thu Dec 29 2022 11:20:00 GMT+0530 (India Standard Time),2540.3,2541.25,2539.9,2539.9
Thu Dec 29 2022 11:25:00 GMT+0530 (India Standard Time),2539.95,2540.9,2539.15,2540.75
Thu Dec 29 2022 11:30:00 GMT+0530 (India Standard Time),2540.75,2540.95,2539.35,2539.4
Thu Dec 29 2022 11:35:00 GMT+0530 (India Standard Time),2539.4,2540,2535,2536.6
Thu Dec 29 2022 11:40:00 GMT+0530 (India Standard Time),2536.25,2541.9,2535.5,2539.4
Thu Dec 29 2022 11:45:00 GMT+0530 (India Standard Time),2539.15,2540,2537,2537.5
Thu Dec 29 2022 11:50:00 GMT+0530 (India Standard Time),2537.5,2540.9,2537,2540.4
Thu Dec 29 2022 11:55:00 GMT+0530 (India Standard Time),2540.4,2540.85,2536.75,2537.65
Thu Dec 29 2022 12:00:00 GMT+0530 (India Standard Time),2537.65,2539,2536,2538.1
Thu Dec 29 2022 12:05:00 GMT+0530 (India Standard Time),2538.1,2539,2536.15,2538.1
Thu Dec 29 2022 12:10:00 GMT+0530 (India Standard Time),2538,2538.15,2536.45,2536.75
Thu Dec 29 2022 12:15:00 GMT+0530 (India Standard Time),2536.75,2536.75,2533,2533.2
Thu Dec 29 2022 12:20:00 GMT+0530 (India Standard Time),2533.2,2535.7,2533.05,2534.6
Thu Dec 29 2022 12:25:00 GMT+0530 (India Standard Time),2534.6,2535.95,2534.55,2535.3
Thu Dec 29 2022 12:30:00 GMT+0530 (India Standard Time),2535.3,2536,2534.7,2535
Thu Dec 29 2022 12:35:00 GMT+0530 (India Standard Time),2535,2535.5,2530.5,2531.6
Thu Dec 29 2022 12:40:00 GMT+0530 (India Standard Time),2531.55,2533.2,2525.6,2529.35
Thu Dec 29 2022 12:45:00 GMT+0530 (India Standard Time),2529,2531.9,2529,2530
Thu Dec 29 2022 12:50:00 GMT+0530 (India Standard Time),2529.95,2530.1,2528.55,2528.8
Thu Dec 29 2022 12:55:00 GMT+0530 (India Standard Time),2528.8,2530.1,2528,2530
Thu Dec 29 2022 13:00:00 GMT+0530 (India Standard Time),2530.05,2532.45,2530,2532.35
Thu Dec 29 2022 13:05:00 GMT+0530 (India Standard Time),2532.15,2534.1,2531.85,2533.8
Thu Dec 29 2022 13:10:00 GMT+0530 (India Standard Time),2533.35,2533.55,2531.2,2532.8
Thu Dec 29 2022 13:15:00 GMT+0530 (India Standard Time),2532.8,2533.05,2532,2532
Thu Dec 29 2022 13:20:00 GMT+0530 (India Standard Time),2532.05,2532.1,2528.35,2529.25
Thu Dec 29 2022 13:25:00 GMT+0530 (India Standard Time),2529.2,2530.7,2527.15,2530
Thu Dec 29 2022 13:30:00 GMT+0530 (India Standard Time),2530.05,2530.5,2529.15,2530
Thu Dec 29 2022 13:35:00 GMT+0530 (India Standard Time),2530.05,2531.9,2530,2531
Thu Dec 29 2022 13:40:00 GMT+0530 (India Standard Time),2531,2532.25,2530.15,2531.5
Thu Dec 29 2022 13:45:00 GMT+0530 (India Standard Time),2531.5,2536.2,2531.4,2534.2
Thu Dec 29 2022 13:50:00 GMT+0530 (India Standard Time),2534.2,2539.95,2534.2,2538.5
Thu Dec 29 2022 13:55:00 GMT+0530 (India Standard Time),2538.1,2541,2538,2540.95
Thu Dec 29 2022 14:00:00 GMT+0530 (India Standard Time),2540.35,2541.5,2538,2538.75
Thu Dec 29 2022 14:05:00 GMT+0530 (India Standard Time),2538.75,2540.6,2536,2536
Thu Dec 29 2022 14:10:00 GMT+0530 (India Standard Time),2536,2537.5,2533.7,2535.3
Thu Dec 29 2022 14:15:00 GMT+0530 (India Standard Time),2535.1,2535.8,2533.1,2533.6
Thu Dec 29 2022 14:20:00 GMT+0530 (India Standard Time),2533.5,2535.6,2533.05,2533.05
Thu Dec 29 2022 14:25:00 GMT+0530 (India Standard Time),2533.25,2533.9,2530.35,2532
Thu Dec 29 2022 14:30:00 GMT+0530 (India Standard Time),2532,2532.7,2530.4,2532.6
Thu Dec 29 2022 14:35:00 GMT+0530 (India Standard Time),2532,2533.7,2530.5,2533.7
Thu Dec 29 2022 14:40:00 GMT+0530 (India Standard Time),2533.6,2540,2533.6,2540
Thu Dec 29 2022 14:45:00 GMT+0530 (India Standard Time),2539.9,2540,2535.95,2536.95
Thu Dec 29 2022 14:50:00 GMT+0530 (India Standard Time),2536.8,2544,2536.8,2542.9
Thu Dec 29 2022 14:55:00 GMT+0530 (India Standard Time),2542.85,2543,2538.85,2542.5
Thu Dec 29 2022 15:00:00 GMT+0530 (India Standard Time),2542.15,2544.3,2540.4,2544
Thu Dec 29 2022 15:05:00 GMT+0530 (India Standard Time),2543.65,2546.35,2543.65,2545.45
Thu Dec 29 2022 15:10:00 GMT+0530 (India Standard Time),2545.85,2548.8,2543.15,2544.05
Thu Dec 29 2022 15:15:00 GMT+0530 (India Standard Time),2544.1,2544.1,2539.5,2542
Thu Dec 29 2022 15:20:00 GMT+0530 (India Standard Time),2542,2543.45,2540.75,2541.8
Thu Dec 29 2022 15:25:00 GMT+0530 (India Standard Time),2541.75,2545,2540,2544.95
Fri Dec 30 2022 09:15:00 GMT+0530 (India Standard Time),2545.1,2554,2545.1,2551
Fri Dec 30 2022 09:20:00 GMT+0530 (India Standard Time),2550.25,2560.6,2550.2,2556.5
Fri Dec 30 2022 09:25:00 GMT+0530 (India Standard Time),2556.65,2560,2554,2558
Fri Dec 30 2022 09:30:00 GMT+0530 (India Standard Time),2558,2565,2553,2554.8
Fri Dec 30 2022 09:35:00 GMT+0530 (India Standard Time),2555,2564.95,2554,2564.95
Fri Dec 30 2022 09:40:00 GMT+0530 (India Standard Time),2565.5,2566,2558,2561.05
Fri Dec 30 2022 09:45:00 GMT+0530 (India Standard Time),2561.75,2564,2560.15,2561.2
Fri Dec 30 2022 09:50:00 GMT+0530 (India Standard Time),2562,2563.7,2561,2562.95
Fri Dec 30 2022 09:55:00 GMT+0530 (India Standard Time),2563,2564.35,2560.05,2561.65
Fri Dec 30 2022 10:00:00 GMT+0530 (India Standard Time),2561.5,2562.15,2558.35,2559
Fri Dec 30 2022 10:05:00 GMT+0530 (India Standard Time),2559,2560.9,2556.5,2559.05
Fri Dec 30 2022 10:10:00 GMT+0530 (India Standard Time),2559,2559.85,2555.2,2555.9
Fri Dec 30 2022 10:15:00 GMT+0530 (India Standard Time),2556,2558.8,2555.7,2557.05
Fri Dec 30 2022 10:20:00 GMT+0530 (India Standard Time),2557.55,2560,2557.1,2558.6
Fri Dec 30 2022 10:25:00 GMT+0530 (India Standard Time),2558.6,2561.5,2557.95,2560.1
Fri Dec 30 2022 10:30:00 GMT+0530 (India Standard Time),2561.2,2564,2560.1,2562.15
Fri Dec 30 2022 10:35:00 GMT+0530 (India Standard Time),2562.15,2563,2560,2562.95
Fri Dec 30 2022 10:40:00 GMT+0530 (India Standard Time),2562.6,2568,2562,2564.75
Fri Dec 30 2022 10:45:00 GMT+0530 (India Standard Time),2564.75,2566,2562,2565.7
Fri Dec 30 2022 10:50:00 GMT+0530 (India Standard Time),2565.7,2566.85,2564,2564.35
Fri Dec 30 2022 10:55:00 GMT+0530 (India Standard Time),2564.35,2564.85,2564,2564
Fri Dec 30 2022 11:00:00 GMT+0530 (India Standard Time),2564,2566.8,2564,2565
Fri Dec 30 2022 11:05:00 GMT+0530 (India Standard Time),2565,2566.4,2564.05,2565
Fri Dec 30 2022 11:10:00 GMT+0530 (India Standard Time),2565,2570,2564.95,2569.65
Fri Dec 30 2022 11:15:00 GMT+0530 (India Standard Time),2569.85,2570,2564.25,2564.25
Fri Dec 30 2022 11:20:00 GMT+0530 (India Standard Time),2564.25,2564.95,2562,2562.5
Fri Dec 30 2022 11:25:00 GMT+0530 (India Standard Time),2562.6,2564.5,2560.05,2562.2
Fri Dec 30 2022 11:30:00 GMT+0530 (India Standard Time),2562.45,2563.9,2560.05,2563.85
Fri Dec 30 2022 11:35:00 GMT+0530 (India Standard Time),2563.9,2565.45,2563.8,2564.7
Fri Dec 30 2022 11:40:00 GMT+0530 (India Standard Time),2564.7,2564.7,2561,2563.35
Fri Dec 30 2022 11:45:00 GMT+0530 (India Standard Time),2563.35,2564.5,2563,2563.75
Fri Dec 30 2022 11:50:00 GMT+0530 (India Standard Time),2563.75,2565.9,2563,2564.3
Fri Dec 30 2022 11:55:00 GMT+0530 (India Standard Time),2564.35,2565.9,2558.4,2559.85
Fri Dec 30 2022 12:00:00 GMT+0530 (India Standard Time),2559.85,2564.7,2558.05,2564
Fri Dec 30 2022 12:05:00 GMT+0530 (India Standard Time),2563.3,2565,2562,2563.6
Fri Dec 30 2022 12:10:00 GMT+0530 (India Standard Time),2563.15,2565,2560.95,2563.15
Fri Dec 30 2022 12:15:00 GMT+0530 (India Standard Time),2563.15,2565.9,2562.25,2565.4
Fri Dec 30 2022 12:20:00 GMT+0530 (India Standard Time),2565.9,2565.9,2561.2,2565
Fri Dec 30 2022 12:25:00 GMT+0530 (India Standard Time),2565,2567,2563.65,2566
Fri Dec 30 2022 12:30:00 GMT+0530 (India Standard Time),2565,2569.8,2564.55,2568.9
Fri Dec 30 2022 12:35:00 GMT+0530 (India Standard Time),2568.9,2574,2568.25,2573
Fri Dec 30 2022 12:40:00 GMT+0530 (India Standard Time),2573,2577,2571.5,2575.6
Fri Dec 30 2022 12:45:00 GMT+0530 (India Standard Time),2575.35,2576.75,2572.5,2574.35
Fri Dec 30 2022 12:50:00 GMT+0530 (India Standard Time),2574.35,2574.65,2570.65,2572.7
Fri Dec 30 2022 12:55:00 GMT+0530 (India Standard Time),2572.9,2572.9,2570.3,2571.6
Fri Dec 30 2022 13:00:00 GMT+0530 (India Standard Time),2571.6,2572,2564.45,2564.8
Fri Dec 30 2022 13:05:00 GMT+0530 (India Standard Time),2564.8,2570.05,2563.55,2568
Fri Dec 30 2022 13:10:00 GMT+0530 (India Standard Time),2567.45,2568.9,2565.25,2568.5
Fri Dec 30 2022 13:15:00 GMT+0530 (India Standard Time),2567.25,2568.7,2566,2567
Fri Dec 30 2022 13:20:00 GMT+0530 (India Standard Time),2567,2569,2566.05,2567
Fri Dec 30 2022 13:25:00 GMT+0530 (India Standard Time),2566.8,2574.9,2566.8,2573.5
Fri Dec 30 2022 13:30:00 GMT+0530 (India Standard Time),2572.85,2573.4,2569.45,2570.25
Fri Dec 30 2022 13:35:00 GMT+0530 (India Standard Time),2570.25,2571.45,2568.1,2570
Fri Dec 30 2022 13:40:00 GMT+0530 (India Standard Time),2569.95,2570,2565.55,2566
Fri Dec 30 2022 13:45:00 GMT+0530 (India Standard Time),2566,2567.8,2564.05,2564.5
Fri Dec 30 2022 13:50:00 GMT+0530 (India Standard Time),2564.2,2565,2561,2562.65
Fri Dec 30 2022 13:55:00 GMT+0530 (India Standard Time),2562.75,2564.7,2562,2562
Fri Dec 30 2022 14:00:00 GMT+0530 (India Standard Time),2562.6,2562.9,2558.5,2559.3
Fri Dec 30 2022 14:05:00 GMT+0530 (India Standard Time),2559.75,2561,2558.7,2560.15
Fri Dec 30 2022 14:10:00 GMT+0530 (India Standard Time),2560.2,2565,2559.5,2565
Fri Dec 30 2022 14:15:00 GMT+0530 (India Standard Time),2565.15,2565.7,2560.9,2561.9
Fri Dec 30 2022 14:20:00 GMT+0530 (India Standard Time),2561.15,2563.5,2559.5,2563.5
Fri Dec 30 2022 14:25:00 GMT+0530 (India Standard Time),2563.5,2564.25,2560.05,2560.65
Fri Dec 30 2022 14:30:00 GMT+0530 (India Standard Time),2560,2563.3,2560,2560.55
Fri Dec 30 2022 14:35:00 GMT+0530 (India Standard Time),2560.65,2562,2560.3,2560.9
Fri Dec 30 2022 14:40:00 GMT+0530 (India Standard Time),2560.6,2561.45,2560,2560.2
Fri Dec 30 2022 14:45:00 GMT+0530 (India Standard Time),2560.2,2563.9,2560.2,2562.4
Fri Dec 30 2022 14:50:00 GMT+0530 (India Standard Time),2562,2563.25,2560.55,2561.9
Fri Dec 30 2022 14:55:00 GMT+0530 (India Standard Time),2561.95,2562.85,2556.45,2559
Fri Dec 30 2022 15:00:00 GMT+0530 (India Standard Time),2558.95,2558.95,2542.05,2544
Fri Dec 30 2022 15:05:00 GMT+0530 (India Standard Time),2543.85,2553,2542.4,2551.6
Fri Dec 30 2022 15:10:00 GMT+0530 (India Standard Time),2552.85,2553.7,2544.4,2545
Fri Dec 30 2022 15:15:00 GMT+0530 (India Standard Time),2545,2546.35,2542.65,2543.6
Fri Dec 30 2022 15:20:00 GMT+0530 (India Standard Time),2545.05,2548.9,2543.8,2548
Fri Dec 30 2022 15:25:00 GMT+0530 (India Standard Time),2548,2549.05,2545.05,2547
Mon Jan 02 2023 09:15:00 GMT+0530 (India Standard Time),2550,2555.9,2548.2,2549
Mon Jan 02 2023 09:20:00 GMT+0530 (India Standard Time),2549.8,2561.55,2549.2,2561.4
Mon Jan 02 2023 09:25:00 GMT+0530 (India Standard Time),2559.3,2562.95,2553.3,2555
Mon Jan 02 2023 09:30:00 GMT+0530 (India Standard Time),2554.8,2562,2554,2561
Mon Jan 02 2023 09:35:00 GMT+0530 (India Standard Time),2560.4,2565.9,2558,2565
Mon Jan 02 2023 09:40:00 GMT+0530 (India Standard Time),2565.4,2567.6,2562.1,2563
Mon Jan 02 2023 09:45:00 GMT+0530 (India Standard Time),2563.25,2567,2562.65,2565.5
Mon Jan 02 2023 09:50:00 GMT+0530 (India Standard Time),2565.5,2565.95,2561.55,2561.65
Mon Jan 02 2023 09:55:00 GMT+0530 (India Standard Time),2561.7,2563,2561,2562.5
Mon Jan 02 2023 10:00:00 GMT+0530 (India Standard Time),2562.5,2565,2562,2562.9
Mon Jan 02 2023 10:05:00 GMT+0530 (India Standard Time),2562.25,2563.7,2562,2563
Mon Jan 02 2023 10:10:00 GMT+0530 (India Standard Time),2562.25,2563.35,2562,2562.05
Mon Jan 02 2023 10:15:00 GMT+0530 (India Standard Time),2562.1,2562.1,2560.1,2560.5
Mon Jan 02 2023 10:20:00 GMT+0530 (India Standard Time),2560.5,2561.65,2558.1,2559.3
Mon Jan 02 2023 10:25:00 GMT+0530 (India Standard Time),2558.85,2561.3,2558.55,2560
Mon Jan 02 2023 10:30:00 GMT+0530 (India Standard Time),2560,2562.8,2559.5,2561.1
Mon Jan 02 2023 10:35:00 GMT+0530 (India Standard Time),2560.2,2564,2560,2563.05
Mon Jan 02 2023 10:40:00 GMT+0530 (India Standard Time),2564,2567,2563,2566.7
Mon Jan 02 2023 10:45:00 GMT+0530 (India Standard Time),2566.6,2569.25,2564.9,2566.4
Mon Jan 02 2023 10:50:00 GMT+0530 (India Standard Time),2565.75,2568,2565.5,2567.3
Mon Jan 02 2023 10:55:00 GMT+0530 (India Standard Time),2567.3,2567.8,2566,2566.15
Mon Jan 02 2023 11:00:00 GMT+0530 (India Standard Time),2566,2568.85,2564.2,2568.45
Mon Jan 02 2023 11:05:00 GMT+0530 (India Standard Time),2568.45,2569.9,2563.85,2564.75
Mon Jan 02 2023 11:10:00 GMT+0530 (India Standard Time),2564.75,2565,2563.1,2563.8
Mon Jan 02 2023 11:15:00 GMT+0530 (India Standard Time),2563.75,2564.5,2559.25,2562.95
Mon Jan 02 2023 11:20:00 GMT+0530 (India Standard Time),2562.55,2563.65,2562,2562.6
Mon Jan 02 2023 11:25:00 GMT+0530 (India Standard Time),2562,2562.6,2560.9,2561.65
Mon Jan 02 2023 11:30:00 GMT+0530 (India Standard Time),2561.45,2562.15,2557,2558.9
Mon Jan 02 2023 11:35:00 GMT+0530 (India Standard Time),2559,2560.6,2558.05,2559.9
Mon Jan 02 2023 11:40:00 GMT+0530 (India Standard Time),2559.65,2562,2559.4,2562
Mon Jan 02 2023 11:45:00 GMT+0530 (India Standard Time),2561.5,2562,2560.25,2560.25
Mon Jan 02 2023 11:50:00 GMT+0530 (India Standard Time),2560.25,2561.25,2559.9,2560
Mon Jan 02 2023 11:55:00 GMT+0530 (India Standard Time),2559.9,2561.45,2559.9,2561.35
Mon Jan 02 2023 12:00:00 GMT+0530 (India Standard Time),2561.35,2561.55,2560.5,2561.4
Mon Jan 02 2023 12:05:00 GMT+0530 (India Standard Time),2561.25,2563,2560.45,2561.55
Mon Jan 02 2023 12:10:00 GMT+0530 (India Standard Time),2561.6,2563.9,2561.45,2563.05
Mon Jan 02 2023 12:15:00 GMT+0530 (India Standard Time),2563.05,2565,2563,2564
Mon Jan 02 2023 12:20:00 GMT+0530 (India Standard Time),2564.45,2564.5,2563,2563
Mon Jan 02 2023 12:25:00 GMT+0530 (India Standard Time),2563,2563.2,2559.95,2562
Mon Jan 02 2023 12:30:00 GMT+0530 (India Standard Time),2562.2,2565.1,2561.35,2563.85
Mon Jan 02 2023 12:35:00 GMT+0530 (India Standard Time),2563.8,2565.4,2563.6,2564
Mon Jan 02 2023 12:40:00 GMT+0530 (India Standard Time),2563.6,2564.8,2563.2,2564.1
Mon Jan 02 2023 12:45:00 GMT+0530 (India Standard Time),2564,2564.85,2563,2564.85
Mon Jan 02 2023 12:50:00 GMT+0530 (India Standard Time),2564.6,2565,2562,2564.05
Mon Jan 02 2023 12:55:00 GMT+0530 (India Standard Time),2564,2564.3,2561,2563.3
Mon Jan 02 2023 13:00:00 GMT+0530 (India Standard Time),2562.95,2564.5,2561.85,2562.95
Mon Jan 02 2023 13:05:00 GMT+0530 (India Standard Time),2562.35,2563.7,2562,2562.75
Mon Jan 02 2023 13:10:00 GMT+0530 (India Standard Time),2562.45,2565,2562,2564.1
Mon Jan 02 2023 13:15:00 GMT+0530 (India Standard Time),2564.1,2565,2563.95,2564.5
Mon Jan 02 2023 13:20:00 GMT+0530 (India Standard Time),2564,2567.4,2563.95,2564.85
Mon Jan 02 2023 13:25:00 GMT+0530 (India Standard Time),2564.85,2569.9,2564,2566
Mon Jan 02 2023 13:30:00 GMT+0530 (India Standard Time),2565.65,2567.7,2563.6,2564.75
Mon Jan 02 2023 13:35:00 GMT+0530 (India Standard Time),2563.8,2566,2563,2564.25
Mon Jan 02 2023 13:40:00 GMT+0530 (India Standard Time),2564.15,2565,2562.15,2563.85
Mon Jan 02 2023 13:45:00 GMT+0530 (India Standard Time),2563.85,2565.6,2562.75,2565
Mon Jan 02 2023 13:50:00 GMT+0530 (India Standard Time),2564.1,2564.1,2562.05,2562.8
Mon Jan 02 2023 13:55:00 GMT+0530 (India Standard Time),2562.8,2567.4,2562.2,2562.25
Mon Jan 02 2023 14:00:00 GMT+0530 (India Standard Time),2562.25,2564.85,2562.05,2563.6
Mon Jan 02 2023 14:05:00 GMT+0530 (India Standard Time),2563.6,2564.8,2562.1,2563.5
Mon Jan 02 2023 14:10:00 GMT+0530 (India Standard Time),2563.55,2565.9,2562.5,2562.5
Mon Jan 02 2023 14:15:00 GMT+0530 (India Standard Time),2562.5,2563.25,2556.25,2557.5
Mon Jan 02 2023 14:20:00 GMT+0530 (India Standard Time),2557,2561,2555,2560.9
Mon Jan 02 2023 14:25:00 GMT+0530 (India Standard Time),2560,2561.6,2559.9,2560.3
Mon Jan 02 2023 14:30:00 GMT+0530 (India Standard Time),2560.25,2561.5,2560,2561.5
Mon Jan 02 2023 14:35:00 GMT+0530 (India Standard Time),2561.4,2561.8,2558.05,2560.8
Mon Jan 02 2023 14:40:00 GMT+0530 (India Standard Time),2560.5,2561.5,2560,2561
Mon Jan 02 2023 14:45:00 GMT+0530 (India Standard Time),2560.55,2565.45,2560,2563.25
Mon Jan 02 2023 14:50:00 GMT+0530 (India Standard Time),2563.1,2568,2563.1,2565.1
Mon Jan 02 2023 14:55:00 GMT+0530 (India Standard Time),2565.05,2572.4,2565,2570.65
Mon Jan 02 2023 15:00:00 GMT+0530 (India Standard Time),2570.65,2576.05,2570.65,2574.4
Mon Jan 02 2023 15:05:00 GMT+0530 (India Standard Time),2574.35,2577.4,2572.1,2577.4
Mon Jan 02 2023 15:10:00 GMT+0530 (India Standard Time),2576.6,2576.6,2573.7,2576.15
Mon Jan 02 2023 15:15:00 GMT+0530 (India Standard Time),2575.2,2579,2575.05,2576.9
Mon Jan 02 2023 15:20:00 GMT+0530 (India Standard Time),2576.95,2579,2576,2577
Mon Jan 02 2023 15:25:00 GMT+0530 (India Standard Time),2576.75,2578,2576.05,2577.9
Tue Jan 03 2023 09:15:00 GMT+0530 (India Standard Time),2565.05,2568.95,2557.15,2557.5
Tue Jan 03 2023 09:20:00 GMT+0530 (India Standard Time),2557.9,2564.4,2557.8,2560
Tue Jan 03 2023 09:25:00 GMT+0530 (India Standard Time),2560.35,2560.35,2556.1,2557.75
Tue Jan 03 2023 09:30:00 GMT+0530 (India Standard Time),2557.8,2561.75,2557.1,2559.4
Tue Jan 03 2023 09:35:00 GMT+0530 (India Standard Time),2559.35,2562,2558.75,2560
Tue Jan 03 2023 09:40:00 GMT+0530 (India Standard Time),2560.2,2563.5,2559,2562
Tue Jan 03 2023 09:45:00 GMT+0530 (India Standard Time),2562,2565,2561.05,2562.1
Tue Jan 03 2023 09:50:00 GMT+0530 (India Standard Time),2562.45,2565,2561.5,2564.55
Tue Jan 03 2023 09:55:00 GMT+0530 (India Standard Time),2564,2568.95,2562.65,2568.95
Tue Jan 03 2023 10:00:00 GMT+0530 (India Standard Time),2569.3,2570.65,2566.9,2567.95
Tue Jan 03 2023 10:05:00 GMT+0530 (India Standard Time),2567.95,2573,2567.55,2571.5
Tue Jan 03 2023 10:10:00 GMT+0530 (India Standard Time),2571.5,2571.6,2569,2570.2
Tue Jan 03 2023 10:15:00 GMT+0530 (India Standard Time),2570.2,2570.2,2568.05,2568.2
